TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS),,,,
R1901,05000US48039,"Brazoria County, Texas",64,"84,904","+/-6,050"
R1901,05000US48041,"Brazos County, Texas",64,"55,121","+/-4,694"
R1901,05000US48061,"Cameron County, Texas",64,"41,123","+/-2,705"
R1901,05000US48085,"Collin County, Texas",64,"96,134","+/-2,691"
R1901,05000US48091,"Comal County, Texas",64,"89,315","+/-5,992"
R1901,05000US48099,"Coryell County, Texas",64,"53,504","+/-2,776"
R1901,05000US48113,"Dallas County, Texas",64,"61,796",+/-872
R1901,05000US48121,"Denton County, Texas",64,"90,523","+/-2,864"
R1901,05000US48135,"Ector County, Texas",64,"67,205","+/-6,300"
R1901,05000US48139,"Ellis County, Texas",64,"78,797","+/-4,736"
R1901,05000US48141,"El Paso County, Texas",64,"48,903","+/-2,259"
R1901,05000US48157,"Fort Bend County, Texas",64,"101,293","+/-3,485"
R1901,05000US48167,"Galveston County, Texas",64,"74,977","+/-6,212"
R1901,05000US48181,"Grayson County, Texas",64,"57,476","+/-3,818"
R1901,05000US48183,"Gregg County, Texas",64,"53,793","+/-5,737"
R1901,05000US48187,"Guadalupe County, Texas",64,"79,768","+/-4,653"
R1901,05000US48201,"Harris County, Texas",64,"61,618",+/-748
R1901,05000US48203,"Harrison County, Texas",64,"58,817","+/-9,901"
R1901,05000US48209,"Hays County, Texas",64,"72,058","+/-4,103"
R1901,05000US48213,"Henderson County, Texas",64,"51,521","+/-6,198"
R1901,05000US48215,"Hidalgo County, Texas",64,"41,800","+/-1,745"
R1901,05000US48231,"Hunt County, Texas",64,"58,063","+/-3,781"
R1901,05000US48245,"Jefferson County, Texas",64,"55,797","+/-3,157"
R1901,05000US48251,"Johnson County, Texas",64,"66,319","+/-4,113"
R1901,05000US48257,"Kaufman County, Texas",64,"75,775","+/-5,855"
R1901,05000US48291,"Liberty County, Texas",64,"50,049","+/-5,447"
R1901,05000US48303,"Lubbock County, Texas",64,"55,003","+/-2,327"
R1901,05000US48309,"McLennan County, Texas",64,"50,845","+/-3,041"
R1901,05000US48329,"Midland County, Texas",64,"82,558","+/-7,656"
R1901,05000US48339,"Montgomery County, Texas",64,"88,695","+/-4,920"
R1901,05000US48347,"Nacogdoches County, Texas",64,"47,572","+/-6,843"
R1901,05000US48355,"Nueces County, Texas",64,"56,789","+/-3,701"
R1901,05000US48361,"Orange County, Texas",64,"69,052","+/-9,545"
R1901,05000US48367,"Parker County, Texas",64,"83,262","+/-6,017"
R1901,05000US48375,"Potter County, Texas",64,"37,297","+/-4,242"
R1901,05000US48381,"Randall County, Texas",64,"70,651","+/-3,548"
R1901,05000US48397,"Rockwall County, Texas",64,"103,378","+/-8,133"
R1901,05000US48409,"San Patricio County, Texas",64,"57,899","+/-3,915"
R1901,05000US48423,"Smith County, Texas",64,"59,584","+/-5,217"
R1901,05000US48439,"Tarrant County, Texas",64,"70,139","+/-1,343"
R1901,05000US48441,"Taylor County, Texas",64,"55,351","+/-4,625"
R1901,05000US48451,"Tom Green County, Texas",64,"55,988","+/-7,608"
R1901,05000US48453,"Travis County, Texas",64,"80,726","+/-1,375"
R1901,05000US48469,"Victoria County, Texas",64,"57,358","+/-7,939"
R1901,05000US48471,"Walker County, Texas",64,"47,170","+/-10,466"
R1901,05000US48479,"Webb County, Texas",64,"56,084","+/-4,178"
R1901,05000US48485,"Wichita County, Texas",64,"51,749","+/-2,931"
R1901,05000US48491,"Williamson County, Texas",64,"92,179","+/-3,372"
R1901,05000US48497,"Wise County, Texas",64,"71,421","+/-10,020"
R1901,05000US49005,"Cache County, Utah",64,"62,507","+/-3,908"
R1901,05000US49011,"Davis County, Utah",64,"87,427","+/-4,701"
R1901,05000US49035,"Salt Lake County, Utah",64,"80,119","+/-1,727"
R1901,05000US49045,"Tooele County, Utah",64,"80,973","+/-8,098"
R1901,05000US49049,"Utah County, Utah",64,"79,545","+/-2,567"
R1901,05000US49053,"Washington County, Utah",64,"63,595","+/-5,890"
R1901,05000US49057,"Weber County, Utah",64,"72,206","+/-3,200"
R1901,05000US50007,"Chittenden County, Vermont",64,"76,806","+/-3,335"
R1901,05000US51003,"Albemarle County, Virginia",64,"86,399","+/-5,154"
R1901,05000US51013,"Arlington County, Virginia",64,"119,755","+/-4,315"
R1901,05000US51015,"Augusta County, Virginia",64,"62,668","+/-5,486"
R1901,05000US51019,"Bedford County, Virginia",64,"69,125","+/-6,200"
R1901,05000US51041,"Chesterfield County, Virginia",64,"81,297","+/-3,265"
R1901,05000US51059,"Fairfax County, Virginia",64,"128,374","+/-3,352"
R1901,05000US51061,"Fauquier County, Virginia",64,"104,809","+/-5,958"
R1901,05000US51069,"Frederick County, Virginia",64,"86,229","+/-7,748"
R1901,05000US51085,"Hanover County, Virginia",64,"89,812","+/-6,448"
R1901,05000US51087,"Henrico County, Virginia",64,"68,024","+/-3,325"
R1901,05000US51095,"James City County, Virginia",64,"91,674","+/-6,640"
R1901,05000US51107,"Loudoun County, Virginia",64,"151,800","+/-4,420"
R1901,05000US51121,"Montgomery County, Virginia",64,"60,045","+/-5,649"
R1901,05000US51153,"Prince William County, Virginia",64,"106,861","+/-4,562"
R1901,05000US51161,"Roanoke County, Virginia",64,"71,715","+/-4,991"
R1901,05000US51165,"Rockingham County, Virginia",64,"69,423","+/-8,215"
R1901,05000US51177,"Spotsylvania County, Virginia",64,"91,073","+/-6,011"
R1901,05000US51179,"Stafford County, Virginia",64,"110,446","+/-9,609"
R1901,05000US51199,"York County, Virginia",64,"91,241","+/-7,596"
R1901,05000US51510,"Alexandria city, Virginia",64,"103,284","+/-4,138"
R1901,05000US51550,"Chesapeake city, Virginia",64,"77,847","+/-5,541"
R1901,05000US51650,"Hampton city, Virginia",64,"56,930","+/-5,618"
R1901,05000US51680,"Lynchburg city, Virginia",64,"54,850","+/-6,836"
R1901,05000US51700,"Newport News city, Virginia",64,"53,029","+/-3,959"
R1901,05000US51710,"Norfolk city, Virginia",64,"53,093","+/-2,206"
R1901,05000US51740,"Portsmouth city, Virginia",64,"51,195","+/-4,303"
R1901,05000US51760,"Richmond city, Virginia",64,"51,285","+/-3,617"
R1901,05000US51770,"Roanoke city, Virginia",64,"45,838","+/-5,826"
R1901,05000US51800,"Suffolk city, Virginia",64,"80,481","+/-5,694"
R1901,05000US51810,"Virginia Beach city, Virginia",64,"79,054","+/-2,722"
R1901,05000US53005,"Benton County, Washington",64,"72,084","+/-5,196"
R1901,05000US53007,"Chelan County, Washington",64,"59,161","+/-4,641"
R1901,05000US53009,"Clallam County, Washington",64,"57,126","+/-4,556"
R1901,05000US53011,"Clark County, Washington",64,"80,555","+/-2,341"
R1901,05000US53015,"Cowlitz County, Washington",64,"55,497","+/-4,559"
R1901,05000US53021,"Franklin County, Washington",64,"61,951","+/-6,488"
R1901,05000US53025,"Grant County, Washington",64,"56,997","+/-4,893"
R1901,05000US53027,"Grays Harbor County, Washington",64,"61,026","+/-3,531"
R1901,05000US53029,"Island County, Washington",64,"72,066","+/-3,938"
R1901,05000US53033,"King County, Washington",64,"102,594","+/-2,243"
R1901,05000US53035,"Kitsap County, Washington",64,"79,624","+/-3,941"
R1901,05000US53041,"Lewis County, Washington",64,"58,911","+/-3,679"
R1901,05000US53045,"Mason County, Washington",64,"63,983","+/-7,177"
R1901,05000US53053,"Pierce County, Washington",64,"79,243","+/-2,670"
R1901,05000US53057,"Skagit County, Washington",64,"67,175","+/-4,330"
R1901,05000US53061,"Snohomish County, Washington",64,"89,260","+/-2,649"
R1901,05000US53063,"Spokane County, Washington",64,"59,974","+/-2,153"
R1901,05000US53067,"Thurston County, Washington",64,"78,512","+/-4,232"
R1901,05000US53073,"Whatcom County, Washington",64,"69,372","+/-4,862"
R1901,05000US53077,"Yakima County, Washington",64,"56,233","+/-3,396"
R1901,05000US54003,"Berkeley County, West Virginia",64,"62,370","+/-4,870"
R1901,05000US54011,"Cabell County, West Virginia",64,"40,788","+/-3,484"
R1901,05000US54033,"Harrison County, West Virginia",64,"54,314","+/-3,457"
R1901,05000US54039,"Kanawha County, West Virginia",64,"47,759","+/-3,899"
R1901,05000US54061,"Monongalia County, West Virginia",64,"55,940","+/-4,418"
R1901,05000US54081,"Raleigh County, West Virginia",64,"46,540","+/-7,284"
R1901,05000US54107,"Wood County, West Virginia",64,"47,944","+/-5,908"
R1901,05000US55009,"Brown County, Wisconsin",64,"64,458","+/-3,713"
R1901,05000US55025,"Dane County, Wisconsin",64,"77,504","+/-3,180"
R1901,05000US55027,"Dodge County, Wisconsin",64,"61,300","+/-2,119"
R1901,05000US55035,"Eau Claire County, Wisconsin",64,"65,662","+/-3,914"
R1901,05000US55039,"Fond du Lac County, Wisconsin",64,"65,329","+/-4,646"
R1901,05000US55055,"Jefferson County, Wisconsin",64,"71,708","+/-5,901"
R1901,05000US55059,"Kenosha County, Wisconsin",64,"65,997","+/-4,897"
R1901,05000US55063,"La Crosse County, Wisconsin",64,"58,921","+/-3,969"
R1901,05000US55071,"Manitowoc County, Wisconsin",64,"60,785","+/-3,913"
R1901,05000US55073,"Marathon County, Wisconsin",64,"65,851","+/-2,868"
R1901,05000US55079,"Milwaukee County, Wisconsin",64,"53,418","+/-1,809"
R1901,05000US55087,"Outagamie County, Wisconsin",64,"66,234","+/-2,467"
R1901,05000US55089,"Ozaukee County, Wisconsin",64,"88,154","+/-5,715"
R1901,05000US55097,"Portage County, Wisconsin",64,"56,358","+/-3,830"
R1901,05000US55101,"Racine County, Wisconsin",64,"60,779","+/-3,086"
R1901,05000US55105,"Rock County, Wisconsin",64,"61,243","+/-3,116"
R1901,05000US55109,"St. Croix County, Wisconsin",64,"85,594","+/-5,885"
R1901,05000US55117,"Sheboygan County, Wisconsin",64,"60,706","+/-3,449"
R1901,05000US55127,"Walworth County, Wisconsin",64,"63,549","+/-3,888"
R1901,05000US55131,"Washington County, Wisconsin",64,"80,513","+/-5,146"
R1901,05000US55133,"Waukesha County, Wisconsin",64,"90,548","+/-3,117"
R1901,05000US55139,"Winnebago County, Wisconsin",64,"58,347","+/-3,320"
R1901,05000US55141,"Wood County, Wisconsin",64,"56,278","+/-4,359"
R1901,05000US56021,"Laramie County, Wyoming",64,"70,567","+/-4,460"
R1901,05000US56025,"Natrona County, Wyoming",64,"65,034","+/-6,007"
R1901,05000US72013,"Arecibo Municipio, Puerto Rico",64,"18,977","+/-2,527"
R1901,05000US72021,"Bayamón Municipio, Puerto Rico",64,"27,386","+/-1,736"
R1901,05000US72025,"Caguas Municipio, Puerto Rico",64,"24,507","+/-2,981"
R1901,05000US72031,"Carolina Municipio, Puerto Rico",64,"27,658","+/-2,395"
R1901,05000US72061,"Guaynabo Municipio, Puerto Rico",64,"37,499","+/-2,917"
R1901,05000US72097,"Mayagüez Municipio, Puerto Rico",64,"14,525","+/-2,282"
R1901,05000US72113,"Ponce Municipio, Puerto Rico",64,"15,130","+/-1,328"
R1901,05000US72127,"San Juan Municipio, Puerto Rico",64,"23,005","+/-1,448"
R1901,05000US72135,"Toa Alta Municipio, Puerto Rico",64,"28,440","+/-4,985"
R1901,05000US72137,"Toa Baja Municipio, Puerto Rico",64,"23,368","+/-2,771"
R1901,05000US72139,"Trujillo Alto Municipio, Puerto Rico",64,"32,244","+/-5,350"
R1901,16000US0103076,"Auburn city, Alabama",64,"46,031","+/-8,334"
R1901,16000US0107000,"Birmingham city, Alabama",64,"36,753","+/-3,232"
R1901,16000US0121184,"Dothan city, Alabama",64,"47,411","+/-4,860"
R1901,16000US0135896,"Hoover city, Alabama",64,"98,689","+/-6,257"
R1901,16000US0137000,"Huntsville city, Alabama",64,"54,342","+/-4,497"
R1901,16000US0150000,"Mobile city, Alabama",64,"46,788","+/-2,777"
R1901,16000US0151000,"Montgomery city, Alabama",64,"51,074","+/-2,844"
R1901,16000US0177256,"Tuscaloosa city, Alabama",64,"40,934","+/-4,964"
R1901,16000US0203000,"Anchorage municipality, Alaska",64,"82,716","+/-3,743"
R1901,16000US0404720,"Avondale city, Arizona",64,"71,296","+/-8,587"
R1901,16000US0407940,"Buckeye city, Arizona",64,"83,348","+/-4,349"
R1901,16000US0410670,"Casas Adobes CDP, Arizona",64,"70,278","+/-9,796"
R1901,16000US0412000,"Chandler city, Arizona",64,"83,709","+/-4,424"
R1901,16000US0423620,"Flagstaff city, Arizona",64,"58,900","+/-7,027"
R1901,16000US0427400,"Gilbert town, Arizona",64,"102,793","+/-3,640"
R1901,16000US0427820,"Glendale city, Arizona",64,"57,137","+/-3,590"
R1901,16000US0428380,"Goodyear city, Arizona",64,"85,147","+/-8,024"
R1901,16000US0446000,"Mesa city, Arizona",64,"63,836","+/-2,762"
R1901,16000US0454050,"Peoria city, Arizona",64,"77,368","+/-7,470"
R1901,16000US0455000,"Phoenix city, Arizona",64,"60,931","+/-1,308"
R1901,16000US0464210,"San Tan Valley CDP, Arizona",64,"75,624","+/-7,257"
R1901,16000US0465000,"Scottsdale city, Arizona",64,"86,097","+/-6,512"
R1901,16000US0471510,"Surprise city, Arizona",64,"76,405","+/-5,776"
R1901,16000US0473000,"Tempe city, Arizona",64,"66,297","+/-5,241"
R1901,16000US0477000,"Tucson city, Arizona",64,"44,365","+/-2,163"
R1901,16000US0485540,"Yuma city, Arizona",64,"47,249","+/-4,454"
R1901,16000US0515190,"Conway city, Arkansas",64,"46,805","+/-8,776"
R1901,16000US0523290,"Fayetteville city, Arkansas",64,"44,859","+/-6,290"
R1901,16000US0524550,"Fort Smith city, Arkansas",64,"43,097","+/-6,867"
R1901,16000US0535710,"Jonesboro city, Arkansas",64,"42,939","+/-6,518"
R1901,16000US0541000,"Little Rock city, Arkansas",64,"54,878","+/-4,551"
R1901,16000US0550450,"North Little Rock city, Arkansas",64,"40,870","+/-6,151"
R1901,16000US0560410,"Rogers city, Arkansas",64,"65,823","+/-5,423"
R1901,16000US0566080,"Springdale city, Arkansas",64,"47,960","+/-5,001"
R1901,16000US0600562,"Alameda city, California",64,"109,545","+/-13,705"
R1901,16000US0600884,"Alhambra city, California",64,"74,132","+/-5,128"
R1901,16000US0602000,"Anaheim city, California",64,"76,075","+/-5,752"
R1901,16000US0602252,"Antioch city, California",64,"72,412","+/-11,622"
R1901,16000US0602364,"Apple Valley town, California",64,"51,314","+/-2,814"
R1901,16000US0602553,"Arden-Arcade CDP, California",64,"54,974","+/-5,698"
R1901,16000US0603526,"Bakersfield city, California",64,"62,402","+/-2,931"
R1901,16000US0603666,"Baldwin Park city, California",64,"66,997","+/-10,161"
R1901,16000US0604982,"Bellflower city, California",64,"67,658","+/-4,927"
R1901,16000US0606000,"Berkeley city, California",64,"95,360","+/-7,624"
R1901,16000US0608786,"Buena Park city, California",64,"87,378","+/-9,333"
R1901,16000US0608954,"Burbank city, California",64,"73,613","+/-4,194"
R1901,16000US0610046,"Camarillo city, California",64,"90,290","+/-6,933"
R1901,16000US0611194,"Carlsbad city, California",64,"123,409","+/-12,851"
R1901,16000US0611390,"Carmichael CDP, California",64,"68,377","+/-5,977"
R1901,16000US0611530,"Carson city, California",64,"84,502","+/-10,558"
R1901,16000US0613014,"Chico city, California",64,"59,876","+/-7,961"
R1901,16000US0613210,"Chino city, California",64,"87,090","+/-7,983"
R1901,16000US0613214,"Chino Hills city, California",64,"103,473","+/-14,319"
R1901,16000US0613392,"Chula Vista city, California",64,"87,876","+/-5,663"
R1901,16000US0613588,"Citrus Heights city, California",64,"61,898","+/-4,323"
R1901,16000US0614218,"Clovis city, California",64,"89,398","+/-9,034"
R1901,16000US0615044,"Compton city, California",64,"62,200","+/-4,824"
R1901,16000US0616000,"Concord city, California",64,"102,477","+/-12,118"
R1901,16000US0616350,"Corona city, California",64,"86,790","+/-8,959"
R1901,16000US0616532,"Costa Mesa city, California",64,"91,857","+/-10,649"
R1901,16000US0617918,"Daly City city, California",64,"101,834","+/-13,927"
R1901,16000US0618100,"Davis city, California",64,"60,619","+/-14,452"
R1901,16000US0619766,"Downey city, California",64,"74,590","+/-5,203"
R1901,16000US0620802,"East Los Angeles CDP, California",64,"53,194","+/-5,198"
R1901,16000US0621712,"El Cajon city, California",64,"63,236","+/-5,616"
R1901,16000US0622020,"Elk Grove city, California",64,"94,971","+/-7,405"
R1901,16000US0622230,"El Monte city, California",64,"50,829","+/-3,903"
R1901,16000US0622804,"Escondido city, California",64,"58,157","+/-5,752"
R1901,16000US0623182,"Fairfield city, California",64,"89,693","+/-7,449"
R1901,16000US0624477,"Florence-Graham CDP, California",64,"52,152","+/-3,828"
R1901,16000US0624638,"Folsom city, California",64,"119,824","+/-10,803"
R1901,16000US0624680,"Fontana city, California",64,"80,800","+/-4,834"
R1901,16000US0626000,"Fremont city, California",64,"144,118","+/-8,133"
R1901,16000US0627000,"Fresno city, California",64,"53,161","+/-2,422"
R1901,16000US0628000,"Fullerton city, California",64,"93,983","+/-9,979"
R1901,16000US0629000,"Garden Grove city, California",64,"72,240","+/-8,420"
R1901,16000US0630000,"Glendale city, California",64,"68,392","+/-6,185"
R1901,16000US0632548,"Hawthorne city, California",64,"60,361","+/-6,347"
R1901,16000US0633000,"Hayward city, California",64,"96,886","+/-8,473"
R1901,16000US0633182,"Hemet city, California",64,"39,653","+/-3,300"
R1901,16000US0633434,"Hesperia city, California",64,"50,271","+/-6,147"
R1901,16000US0636000,"Huntington Beach city, California",64,"102,423","+/-5,870"
R1901,16000US0636448,"Indio city, California",64,"74,774","+/-7,905"
R1901,16000US0636546,"Inglewood city, California",64,"61,780","+/-5,750"
R1901,16000US0636770,"Irvine city, California",64,"111,574","+/-7,466"
R1901,16000US0637692,"Jurupa Valley city, California",64,"76,090","+/-9,647"
R1901,16000US0639248,"Laguna Niguel city, California",64,"120,405","+/-12,133"
R1901,16000US0639486,"Lake Elsinore city, California",64,"77,090","+/-7,085"
R1901,16000US0639496,"Lake Forest city, California",64,"118,888","+/-10,667"
R1901,16000US0639892,"Lakewood city, California",64,"97,508","+/-11,890"
R1901,16000US0640130,"Lancaster city, California",64,"56,672","+/-6,308"
R1901,16000US0641992,"Livermore city, California",64,"138,225","+/-9,939"
R1901,16000US0642202,"Lodi city, California",64,"67,484","+/-9,526"
R1901,16000US0643000,"Long Beach city, California",64,"67,804","+/-4,366"
R1901,16000US0644000,"Los Angeles city, California",64,"67,418","+/-1,355"
R1901,16000US0644574,"Lynwood city, California",64,"53,966","+/-7,733"
R1901,16000US0645022,"Madera city, California",64,"50,364","+/-9,600"
R1901,16000US0645484,"Manteca city, California",64,"82,265","+/-8,795"
R1901,16000US0646842,"Menifee city, California",64,"77,033","+/-9,499"
R1901,16000US0646898,"Merced city, California",64,"50,309","+/-7,076"
R1901,16000US0647766,"Milpitas city, California",64,"140,124","+/-8,971"
R1901,16000US0648256,"Mission Viejo city, California",64,"119,798","+/-8,206"
R1901,16000US0648354,"Modesto city, California",64,"62,067","+/-4,674"
R1901,16000US0649270,"Moreno Valley city, California",64,"65,449","+/-3,242"
R1901,16000US0649670,"Mountain View city, California",64,"147,915","+/-15,480"
R1901,16000US0650076,"Murrieta city, California",64,"100,080","+/-5,881"
R1901,16000US0650258,"Napa city, California",64,"88,310","+/-10,782"
R1901,16000US0651182,"Newport Beach city, California",64,"128,294","+/-20,198"
R1901,16000US0652526,"Norwalk city, California",64,"80,513","+/-4,014"
R1901,16000US0653000,"Oakland city, California",64,"82,018","+/-4,770"
R1901,16000US0653322,"Oceanside city, California",64,"77,226","+/-5,301"
R1901,16000US0653896,"Ontario city, California",64,"75,266","+/-4,272"
R1901,16000US0653980,"Orange city, California",64,"95,827","+/-6,727"
R1901,16000US0654652,"Oxnard city, California",64,"78,981","+/-5,452"
R1901,16000US0655156,"Palmdale city, California",64,"71,774","+/-5,547"
R1901,16000US0655282,"Palo Alto city, California",64,"160,360","+/-16,831"
R1901,16000US0656000,"Pasadena city, California",64,"92,053","+/-5,476"
R1901,16000US0656700,"Perris city, California",64,"70,714","+/-12,952"
R1901,16000US0657456,"Pittsburg city, California",64,"82,960","+/-7,777"
R1901,16000US0657792,"Pleasanton city, California",64,"156,063","+/-13,922"
R1901,16000US0658072,"Pomona city, California",64,"67,202","+/-4,066"
R1901,16000US0659444,"Rancho Cordova city, California",64,"71,655","+/-5,196"
R1901,16000US0659451,"Rancho Cucamonga city, California",64,"92,773","+/-4,684"
R1901,16000US0659920,"Redding city, California",64,"63,165","+/-5,159"
R1901,16000US0659962,"Redlands city, California",64,"72,410","+/-15,911"
R1901,16000US0660018,"Redondo Beach city, California",64,"109,019","+/-14,059"
R1901,16000US0660102,"Redwood City city, California",64,"138,913","+/-17,229"
R1901,16000US0660466,"Rialto city, California",64,"70,188","+/-6,764"
R1901,16000US0660620,"Richmond city, California",64,"72,130","+/-8,087"
R1901,16000US0662000,"Riverside city, California",64,"71,967","+/-2,872"
R1901,16000US0662364,"Rocklin city, California",64,"98,514","+/-4,446"
R1901,16000US0662938,"Roseville city, California",64,"101,101","+/-4,222"
R1901,16000US0664000,"Sacramento city, California",64,"69,134","+/-4,627"
R1901,16000US0664224,"Salinas city, California",64,"69,117","+/-7,213"
R1901,16000US0665000,"San Bernardino city, California",64,"49,721","+/-4,055"
R1901,16000US0665042,"San Buenaventura (Ventura) city, California",64,"84,110","+/-8,812"
R1901,16000US0665084,"San Clemente city, California",64,"127,650","+/-21,134"
R1901,16000US0666000,"San Diego city, California",64,"85,507","+/-2,111"
R1901,16000US0667000,"San Francisco city, California",64,"123,859","+/-4,727"
R1901,16000US0668000,"San Jose city, California",64,"115,893","+/-4,636"
R1901,16000US0668084,"San Leandro city, California",64,"95,072","+/-13,019"
R1901,16000US0668196,"San Marcos city, California",64,"80,814","+/-13,050"
R1901,16000US0668252,"San Mateo city, California",64,"149,312","+/-11,021"
R1901,16000US0668378,"San Ramon city, California",64,"189,185","+/-17,541"
R1901,16000US0669000,"Santa Ana city, California",64,"70,084","+/-2,811"
R1901,16000US0669070,"Santa Barbara city, California",64,"73,974","+/-8,420"
R1901,16000US0669084,"Santa Clara city, California",64,"147,507","+/-9,798"
R1901,16000US0669088,"Santa Clarita city, California",64,"97,904","+/-6,330"
R1901,16000US0669112,"Santa Cruz city, California",64,"90,855","+/-13,302"
R1901,16000US0669196,"Santa Maria city, California",64,"69,393","+/-7,102"
R1901,16000US0670000,"Santa Monica city, California",64,"92,490","+/-15,502"
R1901,16000US0670098,"Santa Rosa city, California",64,"78,574","+/-7,202"
R1901,16000US0672016,"Simi Valley city, California",64,"100,927","+/-8,969"
R1901,16000US0673080,"South Gate city, California",64,"53,736","+/-6,102"
R1901,16000US0673262,"South San Francisco city, California",64,"120,573","+/-12,551"
R1901,16000US0675000,"Stockton city, California",64,"59,504","+/-3,156"
R1901,16000US0677000,"Sunnyvale city, California",64,"151,475","+/-10,648"
R1901,16000US0678120,"Temecula city, California",64,"95,918","+/-7,039"
R1901,16000US0678582,"Thousand Oaks city, California",64,"113,562","+/-10,035"
R1901,16000US0680000,"Torrance city, California",64,"100,107","+/-4,998"
R1901,16000US0680238,"Tracy city, California",64,"97,292","+/-7,139"
R1901,16000US0680644,"Tulare city, California",64,"60,081","+/-5,493"
R1901,16000US0680812,"Turlock city, California",64,"58,263","+/-9,773"
R1901,16000US0680854,"Tustin city, California",64,"93,304","+/-11,947"
R1901,16000US0681204,"Union City city, California",64,"128,108","+/-6,577"
R1901,16000US0681344,"Upland city, California",64,"82,426","+/-7,897"
R1901,16000US0681554,"Vacaville city, California",64,"91,302","+/-4,467"
R1901,16000US0681666,"Vallejo city, California",64,"71,265","+/-4,037"
R1901,16000US0682590,"Victorville city, California",64,"60,391","+/-8,175"
R1901,16000US0682954,"Visalia city, California",64,"59,911","+/-5,214"
R1901,16000US0682996,"Vista city, California",64,"78,656","+/-9,138"
R1901,16000US0683346,"Walnut Creek city, California",64,"120,238","+/-4,142"
R1901,16000US0684200,"West Covina city, California",64,"82,135","+/-5,102"
R1901,16000US0684550,"Westminster city, California",64,"56,378","+/-9,244"
R1901,16000US0685292,"Whittier city, California",64,"76,333","+/-8,114"
R1901,16000US0686832,"Yorba Linda city, California",64,"122,962","+/-10,858"
R1901,16000US0686972,"Yuba City city, California",64,"61,773","+/-5,212"
R1901,16000US0803455,"Arvada city, Colorado",64,"89,523","+/-10,037"
R1901,16000US0804000,"Aurora city, Colorado",64,"69,235","+/-3,019"
R1901,16000US0807850,"Boulder city, Colorado",64,"74,900","+/-7,741"
R1901,16000US0809280,"Broomfield city, Colorado",64,"111,400","+/-11,467"
R1901,16000US0812415,"Castle Rock town, Colorado",64,"115,543","+/-11,718"
R1901,16000US0812815,"Centennial city, Colorado",64,"111,257","+/-3,767"
R1901,16000US0816000,"Colorado Springs city, Colorado",64,"70,527","+/-2,483"
R1901,16000US0820000,"Denver city, Colorado",64,"75,646","+/-1,852"
R1901,16000US0827425,"Fort Collins city, Colorado",64,"70,474","+/-4,330"
R1901,16000US0832155,"Greeley city, Colorado",64,"61,492","+/-6,349"
R1901,16000US0836410,"Highlands Ranch CDP, Colorado",64,"132,836","+/-6,870"
R1901,16000US0843000,"Lakewood city, Colorado",64,"70,178","+/-4,463"
R1901,16000US0845970,"Longmont city, Colorado",64,"82,974","+/-7,003"
R1901,16000US0846465,"Loveland city, Colorado",64,"71,740","+/-7,782"
R1901,16000US0862000,"Pueblo city, Colorado",64,"43,148","+/-3,506"
R1901,16000US0877290,"Thornton city, Colorado",64,"80,833","+/-3,480"
R1901,16000US0883835,"Westminster city, Colorado",64,"81,322","+/-3,653"
R1901,16000US0908000,"Bridgeport city, Connecticut",64,"44,035","+/-5,346"
R1901,16000US0918430,"Danbury city, Connecticut",64,"72,226","+/-11,634"
R1901,16000US0937000,"Hartford city, Connecticut",64,"36,762","+/-4,601"
R1901,16000US0950370,"New Britain city, Connecticut",64,"50,031","+/-5,877"
R1901,16000US0952000,"New Haven city, Connecticut",64,"41,956","+/-5,941"
R1901,16000US0955990,"Norwalk city, Connecticut",64,"89,881","+/-4,173"
R1901,16000US0973000,"Stamford city, Connecticut",64,"100,713","+/-8,112"
R1901,16000US0980000,"Waterbury city, Connecticut",64,"42,754","+/-5,517"
R1901,16000US1077580,"Wilmington city, Delaware",64,"47,722","+/-5,312"
R1901,16000US1150000,"Washington city, District of Columbia",64,"92,266","+/-2,497"
R1901,16000US1200410,"Alafaya CDP, Florida",64,"75,384","+/-20,327"
R1901,16000US1207300,"Boca Raton city, Florida",64,"88,828","+/-15,915"
R1901,16000US1207875,"Boynton Beach city, Florida",64,"65,182","+/-5,973"
R1901,16000US1208150,"Brandon CDP, Florida",64,"60,359","+/-6,525"
R1901,16000US1210275,"Cape Coral city, Florida",64,"68,282","+/-4,766"
R1901,16000US1212875,"Clearwater city, Florida",64,"52,431","+/-5,214"
R1901,16000US1214400,"Coral Springs city, Florida",64,"79,115","+/-4,848"
R1901,16000US1216475,"Davie town, Florida",64,"71,112","+/-8,993"
R1901,16000US1216525,"Daytona Beach city, Florida",64,"40,439","+/-6,854"
R1901,16000US1216725,"Deerfield Beach city, Florida",64,"47,563","+/-4,988"
R1901,16000US1217100,"Delray Beach city, Florida",64,"66,766","+/-4,137"
R1901,16000US1217200,"Deltona city, Florida",64,"56,505","+/-6,106"
R1901,16000US1217935,"Doral city, Florida",64,"77,704","+/-9,014"
R1901,16000US1224000,"Fort Lauderdale city, Florida",64,"67,750","+/-5,410"
R1901,16000US1224125,"Fort Myers city, Florida",64,"53,246","+/-4,164"
R1901,16000US1224562,"Fountainebleau CDP, Florida",64,"65,107","+/-10,886"
R1901,16000US1225175,"Gainesville city, Florida",64,"39,201","+/-3,604"
R1901,16000US1230000,"Hialeah city, Florida",64,"40,725","+/-4,837"
