GEOID,NAME,ESTIMATE
42047,"Elk County, Pennsylvania",51112
42049,"Erie County, Pennsylvania",49716
42051,"Fayette County, Pennsylvania",44476
42053,"Forest County, Pennsylvania",38383
42055,"Franklin County, Pennsylvania",59713
42057,"Fulton County, Pennsylvania",51259
42059,"Greene County, Pennsylvania",54121
42061,"Huntingdon County, Pennsylvania",48597
42063,"Indiana County, Pennsylvania",46877
42065,"Jefferson County, Pennsylvania",46818
42067,"Juniata County, Pennsylvania",52765
42069,"Lackawanna County, Pennsylvania",50875
42071,"Lancaster County, Pennsylvania",63823
42073,"Lawrence County, Pennsylvania",48860
42075,"Lebanon County, Pennsylvania",59114
42077,"Lehigh County, Pennsylvania",62178
42079,"Luzerne County, Pennsylvania",51646
42081,"Lycoming County, Pennsylvania",52407
42083,"McKean County, Pennsylvania",46953
42085,"Mercer County, Pennsylvania",48768
42087,"Mifflin County, Pennsylvania",47526
42089,"Monroe County, Pennsylvania",63931
42091,"Montgomery County, Pennsylvania",88166
42093,"Montour County, Pennsylvania",57183
42095,"Northampton County, Pennsylvania",67565
42097,"Northumberland County, Pennsylvania",47063
42099,"Perry County, Pennsylvania",62266
42101,"Philadelphia County, Pennsylvania",43744
42103,"Pike County, Pennsylvania",64247
42105,"Potter County, Pennsylvania",42821
42107,"Schuylkill County, Pennsylvania",49190
42109,"Snyder County, Pennsylvania",57638
42111,"Somerset County, Pennsylvania",48224
42113,"Sullivan County, Pennsylvania",47346
42115,"Susquehanna County, Pennsylvania",53059
42117,"Tioga County, Pennsylvania",50667
42119,"Union County, Pennsylvania",56026
42121,"Venango County, Pennsylvania",47982
42123,"Warren County, Pennsylvania",48409
42125,"Washington County, Pennsylvania",61567
42127,"Wayne County, Pennsylvania",54851
42129,"Westmoreland County, Pennsylvania",58866
42131,"Wyoming County, Pennsylvania",59308
42133,"York County, Pennsylvania",63902
44001,"Bristol County, Rhode Island",75578
44003,"Kent County, Rhode Island",70223
44005,"Newport County, Rhode Island",77237
44007,"Providence County, Rhode Island",55233
44009,"Washington County, Rhode Island",81301
45001,"Abbeville County, South Carolina",36685
45003,"Aiken County, South Carolina",50036
45005,"Allendale County, South Carolina",24560
45007,"Anderson County, South Carolina",47906
45009,"Bamberg County, South Carolina",32229
45011,"Barnwell County, South Carolina",36566
45013,"Beaufort County, South Carolina",63110
45015,"Berkeley County, South Carolina",59995
45017,"Calhoun County, South Carolina",44534
45019,"Charleston County, South Carolina",61028
45021,"Cherokee County, South Carolina",35836
45023,"Chester County, South Carolina",40080
45025,"Chesterfield County, South Carolina",40033
45027,"Clarendon County, South Carolina",37525
45029,"Colleton County, South Carolina",36276
45031,"Darlington County, South Carolina",36254
45033,"Dillon County, South Carolina",29362
45035,"Dorchester County, South Carolina",61698
45037,"Edgefield County, South Carolina",49200
45039,"Fairfield County, South Carolina",36294
45041,"Florence County, South Carolina",45479
45043,"Georgetown County, South Carolina",48071
45045,"Greenville County, South Carolina",56789
45047,"Greenwood County, South Carolina",40982
45049,"Hampton County, South Carolina",32453
45051,"Horry County, South Carolina",48279
45053,"Jasper County, South Carolina",41930
45055,"Kershaw County, South Carolina",49392
45057,"Lancaster County, South Carolina",55223
45059,"Laurens County, South Carolina",41578
45061,"Lee County, South Carolina",31651
45063,"Lexington County, South Carolina",59593
45065,"McCormick County, South Carolina",42262
45067,"Marion County, South Carolina",33046
45069,"Marlboro County, South Carolina",34203
45071,"Newberry County, South Carolina",42765
45073,"Oconee County, South Carolina",46056
45075,"Orangeburg County, South Carolina",36188
45077,"Pickens County, South Carolina",47024
45079,"Richland County, South Carolina",53922
45081,"Saluda County, South Carolina",44486
45083,"Spartanburg County, South Carolina",50179
45085,"Sumter County, South Carolina",43792
45087,"Union County, South Carolina",40120
45089,"Williamsburg County, South Carolina",32351
45091,"York County, South Carolina",62431
46003,"Aurora County, South Dakota",59293
46005,"Beadle County, South Dakota",51700
46007,"Bennett County, South Dakota",48348
46009,"Bon Homme County, South Dakota",54450
46011,"Brookings County, South Dakota",56370
46013,"Brown County, South Dakota",56455
46015,"Brule County, South Dakota",50839
46017,"Buffalo County, South Dakota",32500
46019,"Butte County, South Dakota",44387
46021,"Campbell County, South Dakota",52500
46023,"Charles Mix County, South Dakota",46389
46025,"Clark County, South Dakota",47798
46027,"Clay County, South Dakota",43189
46029,"Codington County, South Dakota",54774
46031,"Corson County, South Dakota",35441
46033,"Custer County, South Dakota",55472
46035,"Davison County, South Dakota",47772
46037,"Day County, South Dakota",44145
46039,"Deuel County, South Dakota",57930
46041,"Dewey County, South Dakota",43954
46043,"Douglas County, South Dakota",57419
46045,"Edmunds County, South Dakota",68551
46047,"Fall River County, South Dakota",50837
46049,"Faulk County, South Dakota",53889
46051,"Grant County, South Dakota",62532
46053,"Gregory County, South Dakota",44479
46055,"Haakon County, South Dakota",37420
46057,"Hamlin County, South Dakota",65050
46059,"Hand County, South Dakota",52438
46061,"Hanson County, South Dakota",63036
46063,"Harding County, South Dakota",57365
46065,"Hughes County, South Dakota",63564
46067,"Hutchinson County, South Dakota",54868
46069,"Hyde County, South Dakota",54891
46071,"Jackson County, South Dakota",33438
46073,"Jerauld County, South Dakota",49519
46075,"Jones County, South Dakota",41103
46077,"Kingsbury County, South Dakota",59375
46079,"Lake County, South Dakota",59232
46081,"Lawrence County, South Dakota",52245
46083,"Lincoln County, South Dakota",81422
46085,"Lyman County, South Dakota",53263
46087,"McCook County, South Dakota",62234
46089,"McPherson County, South Dakota",43804
46091,"Marshall County, South Dakota",63594
46093,"Meade County, South Dakota",59218
46095,"Mellette County, South Dakota",31222
46097,"Miner County, South Dakota",51394
46099,"Minnehaha County, South Dakota",60028
46101,"Moody County, South Dakota",58167
46102,"Oglala Lakota County, South Dakota",30347
46103,"Pennington County, South Dakota",55024
46105,"Perkins County, South Dakota",56850
46107,"Potter County, South Dakota",53600
46109,"Roberts County, South Dakota",50495
46111,"Sanborn County, South Dakota",54899
46115,"Spink County, South Dakota",52729
46117,"Stanley County, South Dakota",71763
46119,"Sully County, South Dakota",64028
46121,"Todd County, South Dakota",24257
46123,"Tripp County, South Dakota",51027
46125,"Turner County, South Dakota",55380
46127,"Union County, South Dakota",69563
46129,"Walworth County, South Dakota",52123
46135,"Yankton County, South Dakota",54694
46137,"Ziebach County, South Dakota",37143
47001,"Anderson County, Tennessee",49376
47003,"Bedford County, Tennessee",48945
47005,"Benton County, Tennessee",33125
47007,"Bledsoe County, Tennessee",42889
47009,"Blount County, Tennessee",54140
47011,"Bradley County, Tennessee",48140
47013,"Campbell County, Tennessee",38170
47015,"Cannon County, Tennessee",49523
47017,"Carroll County, Tennessee",40810
47019,"Carter County, Tennessee",36589
47021,"Cheatham County, Tennessee",58641
47023,"Chester County, Tennessee",45667
47025,"Claiborne County, Tennessee",36077
47027,"Clay County, Tennessee",31487
47029,"Cocke County, Tennessee",33614
47031,"Coffee County, Tennessee",47998
47033,"Crockett County, Tennessee",42047
47035,"Cumberland County, Tennessee",43893
47037,"Davidson County, Tennessee",56507
47039,"Decatur County, Tennessee",40233
47041,"DeKalb County, Tennessee",44134
47043,"Dickson County, Tennessee",50549
47045,"Dyer County, Tennessee",43762
47047,"Fayette County, Tennessee",59017
47049,"Fentress County, Tennessee",35084
47051,"Franklin County, Tennessee",49038
47053,"Gibson County, Tennessee",41886
47055,"Giles County, Tennessee",47528
47057,"Grainger County, Tennessee",42997
47059,"Greene County, Tennessee",40138
47061,"Grundy County, Tennessee",36987
47063,"Hamblen County, Tennessee",42589
47065,"Hamilton County, Tennessee",53035
47067,"Hancock County, Tennessee",28990
47069,"Hardeman County, Tennessee",38651
47071,"Hardin County, Tennessee",39798
47073,"Hawkins County, Tennessee",40335
47075,"Haywood County, Tennessee",38362
47077,"Henderson County, Tennessee",42430
47079,"Henry County, Tennessee",40837
47081,"Hickman County, Tennessee",41998
47083,"Houston County, Tennessee",43964
47085,"Humphreys County, Tennessee",41510
47087,"Jackson County, Tennessee",36703
47089,"Jefferson County, Tennessee",47264
47091,"Johnson County, Tennessee",34151
47093,"Knox County, Tennessee",54437
47095,"Lake County, Tennessee",34966
47097,"Lauderdale County, Tennessee",37915
47099,"Lawrence County, Tennessee",41553
47101,"Lewis County, Tennessee",37139
47103,"Lincoln County, Tennessee",45736
47105,"Loudon County, Tennessee",56078
47107,"McMinn County, Tennessee",41398
47109,"McNairy County, Tennessee",36055
47111,"Macon County, Tennessee",36246
47113,"Madison County, Tennessee",46223
47115,"Marion County, Tennessee",48024
47117,"Marshall County, Tennessee",49370
47119,"Maury County, Tennessee",54249
47121,"Meigs County, Tennessee",43250
47123,"Monroe County, Tennessee",38327
47125,"Montgomery County, Tennessee",55972
47127,"Moore County, Tennessee",52294
47129,"Morgan County, Tennessee",40166
47131,"Obion County, Tennessee",39866
47133,"Overton County, Tennessee",36558
47135,"Perry County, Tennessee",34634
47137,"Pickett County, Tennessee",41004
47139,"Polk County, Tennessee",41818
47141,"Putnam County, Tennessee",40888
47143,"Rhea County, Tennessee",39451
47145,"Roane County, Tennessee",50003
47147,"Robertson County, Tennessee",61774
47149,"Rutherford County, Tennessee",63846
47151,"Scott County, Tennessee",35453
47153,"Sequatchie County, Tennessee",51750
47155,"Sevier County, Tennessee",45943
47157,"Shelby County, Tennessee",49782
47159,"Smith County, Tennessee",46404
47161,"Stewart County, Tennessee",42269
47163,"Sullivan County, Tennessee",43442
47165,"Sumner County, Tennessee",64631
47167,"Tipton County, Tennessee",60167
47169,"Trousdale County, Tennessee",52864
47171,"Unicoi County, Tennessee",39851
47173,"Union County, Tennessee",41352
47175,"Van Buren County, Tennessee",37127
47177,"Warren County, Tennessee",37715
47179,"Washington County, Tennessee",46752
47181,"Wayne County, Tennessee",38634
47183,"Weakley County, Tennessee",38566
47185,"White County, Tennessee",40745
47187,"Williamson County, Tennessee",109026
47189,"Wilson County, Tennessee",71513
48001,"Anderson County, Texas",43355
48003,"Andrews County, Texas",74233
48005,"Angelina County, Texas",47714
48007,"Aransas County, Texas",44865
48009,"Archer County, Texas",64476
48011,"Armstrong County, Texas",66563
48013,"Atascosa County, Texas",55265
48015,"Austin County, Texas",65365
48017,"Bailey County, Texas",46485
48019,"Bandera County, Texas",53683
48021,"Bastrop County, Texas",62941
48023,"Baylor County, Texas",40750
48025,"Bee County, Texas",42032
48027,"Bell County, Texas",54184
48029,"Bexar County, Texas",55456
48031,"Blanco County, Texas",63071
48033,"Borden County, Texas",81985
48035,"Bosque County, Texas",50882
48037,"Bowie County, Texas",47505
48039,"Brazoria County, Texas",79270
48041,"Brazos County, Texas",46839
48043,"Brewster County, Texas",43894
48045,"Briscoe County, Texas",42647
48047,"Brooks County, Texas",27378
48049,"Brown County, Texas",45457
48051,"Burleson County, Texas",56235
48053,"Burnet County, Texas",59238
48055,"Caldwell County, Texas",52278
48057,"Calhoun County, Texas",55469
48059,"Callahan County, Texas",44602
48061,"Cameron County, Texas",37132
48063,"Camp County, Texas",42604
48065,"Carson County, Texas",70087
48067,"Cass County, Texas",45345
48069,"Castro County, Texas",45000
48071,"Chambers County, Texas",76850
48073,"Cherokee County, Texas",46044
48075,"Childress County, Texas",40794
48077,"Clay County, Texas",51191
48079,"Cochran County, Texas",42798
48081,"Coke County, Texas",45551
48083,"Coleman County, Texas",43981
48085,"Collin County, Texas",94192
48087,"Collingsworth County, Texas",42750
48089,"Colorado County, Texas",49504
48091,"Comal County, Texas",75356
48093,"Comanche County, Texas",47893
48095,"Concho County, Texas",43355
48097,"Cooke County, Texas",57646
48099,"Coryell County, Texas",51440
48101,"Cottle County, Texas",34375
48103,"Crane County, Texas",70398
48105,"Crockett County, Texas",51152
48107,"Crosby County, Texas",37899
48109,"Culberson County, Texas",33417
48111,"Dallam County, Texas",51250
48113,"Dallas County, Texas",56854
48115,"Dawson County, Texas",44657
48117,"Deaf Smith County, Texas",51841
48119,"Delta County, Texas",46138
48121,"Denton County, Texas",83376
48123,"DeWitt County, Texas",53779
48125,"Dickens County, Texas",41618
48127,"Dimmit County, Texas",27832
48129,"Donley County, Texas",43224
48131,"Duval County, Texas",37382
48133,"Eastland County, Texas",35325
48135,"Ector County, Texas",60676
48137,"Edwards County, Texas",40313
48139,"Ellis County, Texas",72213
48141,"El Paso County, Texas",44597
48143,"Erath County, Texas",48819
48145,"Falls County, Texas",38032
48147,"Fannin County, Texas",50761
48149,"Fayette County, Texas",56297
48151,"Fisher County, Texas",46827
48153,"Floyd County, Texas",48555
48155,"Foard County, Texas",46354
48157,"Fort Bend County, Texas",95561
48159,"Franklin County, Texas",52944
48161,"Freestone County, Texas",48731
48163,"Frio County, Texas",42476
48165,"Gaines County, Texas",59032
48167,"Galveston County, Texas",69369
48169,"Garza County, Texas",55039
48171,"Gillespie County, Texas",58325
48173,"Glasscock County, Texas",75833
48175,"Goliad County, Texas",60492
48177,"Gonzales County, Texas",53006
48179,"Gray County, Texas",47170
48181,"Grayson County, Texas",54370
48183,"Gregg County, Texas",49287
48185,"Grimes County, Texas",50298
48187,"Guadalupe County, Texas",70931
48189,"Hale County, Texas",47080
48191,"Hall County, Texas",32921
48193,"Hamilton County, Texas",47500
48195,"Hansford County, Texas",39229
48197,"Hardeman County, Texas",42238
48199,"Hardin County, Texas",59105
48201,"Harris County, Texas",60146
48203,"Harrison County, Texas",51202
48205,"Hartley County, Texas",59280
48207,"Haskell County, Texas",46013
48209,"Hays County, Texas",65935
48211,"Hemphill County, Texas",63778
48213,"Henderson County, Texas",45798
48215,"Hidalgo County, Texas",38398
48217,"Hill County, Texas",48823
48219,"Hockley County, Texas",48116
48221,"Hood County, Texas",59049
48223,"Hopkins County, Texas",51877
48225,"Houston County, Texas",34297
48227,"Howard County, Texas",51528
48229,"Hudspeth County, Texas",29318
48231,"Hunt County, Texas",51928
48233,"Hutchinson County, Texas",50651
48235,"Irion County, Texas",54706
48237,"Jack County, Texas",51700
48239,"Jackson County, Texas",60276
48241,"Jasper County, Texas",46088
48243,"Jeff Davis County, Texas",53194
48245,"Jefferson County, Texas",48463
48247,"Jim Hogg County, Texas",32049
48249,"Jim Wells County, Texas",42005
48251,"Johnson County, Texas",62066
48253,"Jones County, Texas",45694
48255,"Karnes County, Texas",52252
48257,"Kaufman County, Texas",65390
48259,"Kendall County, Texas",82390
48261,"Kenedy County, Texas",36125
48263,"Kent County, Texas",45926
48265,"Kerr County, Texas",52473
48267,"Kimble County, Texas",42500
48269,"King County, Texas",65125
48271,"Kinney County, Texas",31468
48273,"Kleberg County, Texas",42021
48275,"Knox County, Texas",46146
48277,"Lamar County, Texas",43562
48279,"Lamb County, Texas",43396
48281,"Lampasas County, Texas",58194
48283,"La Salle County, Texas",51792
48285,"Lavaca County, Texas",53021
48287,"Lee County, Texas",55000
48289,"Leon County, Texas",44818
48291,"Liberty County, Texas",49850
48293,"Limestone County, Texas",42680
48295,"Lipscomb County, Texas",57372
48297,"Live Oak County, Texas",55766
48299,"Llano County, Texas",52178
48301,"Loving County, Texas",81875
48303,"Lubbock County, Texas",50473
48305,"Lynn County, Texas",43524
48307,"McCulloch County, Texas",45329
48309,"McLennan County, Texas",48199
48311,"McMullen County, Texas",68750
48313,"Madison County, Texas",49428
48315,"Marion County, Texas",37283
48317,"Martin County, Texas",69722
48319,"Mason County, Texas",40708
48321,"Matagorda County, Texas",45500
48323,"Maverick County, Texas",38035
48325,"Medina County, Texas",61059
48327,"Menard County, Texas",40606
48329,"Midland County, Texas",78888
48331,"Milam County, Texas",47081
48333,"Mills County, Texas",41827
48335,"Mitchell County, Texas",49670
48337,"Montague County, Texas",51774
48339,"Montgomery County, Texas",77416
48341,"Moore County, Texas",51527
48343,"Morris County, Texas",42961
48345,"Motley County, Texas",43750
48347,"Nacogdoches County, Texas",43598
48349,"Navarro County, Texas",47920
48351,"Newton County, Texas",40950
48353,"Nolan County, Texas",44346
48355,"Nueces County, Texas",55048
48357,"Ochiltree County, Texas",49928
48359,"Oldham County, Texas",63315
48361,"Orange County, Texas",55700
48363,"Palo Pinto County, Texas",45979
48365,"Panola County, Texas",51569
48367,"Parker County, Texas",74625
48369,"Parmer County, Texas",54184
48371,"Pecos County, Texas",52282
48373,"Polk County, Texas",46182
48375,"Potter County, Texas",43157
48377,"Presidio County, Texas",27061
48379,"Rains County, Texas",49872
48381,"Randall County, Texas",67397
48383,"Reagan County, Texas",70478
48385,"Real County, Texas",34813
48387,"Red River County, Texas",37955
48389,"Reeves County, Texas",58384
48391,"Refugio County, Texas",48112
48393,"Roberts County, Texas",73854
48395,"Robertson County, Texas",54201
48397,"Rockwall County, Texas",94767
48399,"Runnels County, Texas",41732
48401,"Rusk County, Texas",52329
48403,"Sabine County, Texas",33257
48405,"San Augustine County, Texas",35509
48407,"San Jacinto County, Texas",44658
48409,"San Patricio County, Texas",55229
48411,"San Saba County, Texas",44698
48413,"Schleicher County, Texas",55677
48415,"Scurry County, Texas",55889
48417,"Shackelford County, Texas",45187
48419,"Shelby County, Texas",40764
48421,"Sherman County, Texas",56576
48423,"Smith County, Texas",53511
48425,"Somervell County, Texas",53162
48427,"Starr County, Texas",29294
48429,"Stephens County, Texas",45336
48431,"Sterling County, Texas",59286
48433,"Stonewall County, Texas",48000
48435,"Sutton County, Texas",60543
48437,"Swisher County, Texas",38418
48439,"Tarrant County, Texas",64874
48441,"Taylor County, Texas",50818
48443,"Terrell County, Texas",33750
48445,"Terry County, Texas",44975
48447,"Throckmorton County, Texas",44196
48449,"Titus County, Texas",46698
48451,"Tom Green County, Texas",51675
48453,"Travis County, Texas",71767
48455,"Trinity County, Texas",40407
48457,"Tyler County, Texas",43936
48459,"Upshur County, Texas",50906
48461,"Upton County, Texas",52257
48463,"Uvalde County, Texas",41752
48465,"Val Verde County, Texas",45521
48467,"Van Zandt County, Texas",51935
48469,"Victoria County, Texas",55631
48471,"Walker County, Texas",41855
48473,"Waller County, Texas",57654
48475,"Ward County, Texas",64630
48477,"Washington County, Texas",56237
48479,"Webb County, Texas",42293
48481,"Wharton County, Texas",49619
48483,"Wheeler County, Texas",49352
48485,"Wichita County, Texas",46575
48487,"Wilbarger County, Texas",48773
48489,"Willacy County, Texas",29944
48491,"Williamson County, Texas",83679
48493,"Wilson County, Texas",72445
48495,"Winkler County, Texas",59167
48497,"Wise County, Texas",61709
48499,"Wood County, Texas",48534
48501,"Yoakum County, Texas",68814
48503,"Young County, Texas",47194
48505,"Zapata County, Texas",31113
48507,"Zavala County, Texas",30988
49001,"Beaver County, Utah",54212
49003,"Box Elder County, Utah",59937
49005,"Cache County, Utah",56840
49007,"Carbon County, Utah",50278
49009,"Daggett County, Utah",81250
49011,"Davis County, Utah",79690
49013,"Duchesne County, Utah",63919
49015,"Emery County, Utah",52055
49017,"Garfield County, Utah",52337
49019,"Grand County, Utah",48673
49021,"Iron County, Utah",46809
49023,"Juab County, Utah",62237
49025,"Kane County, Utah",48269
49027,"Millard County, Utah",60445
49029,"Morgan County, Utah",89274
49031,"Piute County, Utah",39440
49033,"Rich County, Utah",49886
49035,"Salt Lake County, Utah",71230
49037,"San Juan County, Utah",44680
49039,"Sanpete County, Utah",51720
49041,"Sevier County, Utah",53020
49043,"Summit County, Utah",100453
49045,"Tooele County, Utah",71020
49047,"Uintah County, Utah",66736
49049,"Utah County, Utah",70408
49051,"Wasatch County, Utah",77449
49053,"Washington County, Utah",56877
49055,"Wayne County, Utah",44694
49057,"Weber County, Utah",64636
50001,"Addison County, Vermont",65093
50003,"Bennington County, Vermont",53040
50005,"Caledonia County, Vermont",49348
50007,"Chittenden County, Vermont",69896
50009,"Essex County, Vermont",41045
50011,"Franklin County, Vermont",64258
50013,"Grand Isle County, Vermont",69583
50015,"Lamoille County, Vermont",60365
50017,"Orange County, Vermont",60159
50019,"Orleans County, Vermont",47915
50021,"Rutland County, Vermont",54973
50023,"Washington County, Vermont",62108
50025,"Windham County, Vermont",52659
50027,"Windsor County, Vermont",58303
51001,"Accomack County, Virginia",43210
51003,"Albemarle County, Virginia",75394
51005,"Alleghany County, Virginia",47794
51007,"Amelia County, Virginia",58526
51009,"Amherst County, Virginia",49170
51011,"Appomattox County, Virginia",56176
51013,"Arlington County, Virginia",117374
51015,"Augusta County, Virginia",61305
51017,"Bath County, Virginia",46137
51019,"Bedford County, Virginia",61541
51021,"Bland County, Virginia",50511
51023,"Botetourt County, Virginia",68410
51025,"Brunswick County, Virginia",41927
51027,"Buchanan County, Virginia",30806
51029,"Buckingham County, Virginia",46261
51031,"Campbell County, Virginia",50258
51033,"Caroline County, Virginia",64715
51035,"Carroll County, Virginia",43532
51036,"Charles City County, Virginia",59192
51037,"Charlotte County, Virginia",39212
51041,"Chesterfield County, Virginia",80214
51043,"Clarke County, Virginia",77936
51045,"Craig County, Virginia",55484
51047,"Culpeper County, Virginia",73116
51049,"Cumberland County, Virginia",46221
51051,"Dickenson County, Virginia",29226
51053,"Dinwiddie County, Virginia",55880
51057,"Essex County, Virginia",52681
51059,"Fairfax County, Virginia",121133
51061,"Fauquier County, Virginia",97469
51063,"Floyd County, Virginia",49729
51065,"Fluvanna County, Virginia",74931
51067,"Franklin County, Virginia",52639
51069,"Frederick County, Virginia",73250
51071,"Giles County, Virginia",52478
51073,"Gloucester County, Virginia",66701
51075,"Goochland County, Virginia",89741
51077,"Grayson County, Virginia",33969
51079,"Greene County, Virginia",64979
51081,"Greensville County, Virginia",44534
51083,"Halifax County, Virginia",42289
51085,"Hanover County, Virginia",88652
51087,"Henrico County, Virginia",68572
51089,"Henry County, Virginia",36683
51091,"Highland County, Virginia",46147
51093,"Isle of Wight County, Virginia",71376
51095,"James City County, Virginia",83048
51097,"King and Queen County, Virginia",54516
51099,"King George County, Virginia",87321
51101,"King William County, Virginia",68720
51103,"Lancaster County, Virginia",50739
51105,"Lee County, Virginia",32718
51107,"Loudoun County, Virginia",136268
51109,"Louisa County, Virginia",59343
51111,"Lunenburg County, Virginia",41868
51113,"Madison County, Virginia",54197
51115,"Mathews County, Virginia",67009
51117,"Mecklenburg County, Virginia",42025
51119,"Middlesex County, Virginia",51917
51121,"Montgomery County, Virginia",54641
51125,"Nelson County, Virginia",62446
51127,"New Kent County, Virginia",79698
51131,"Northampton County, Virginia",43553
51133,"Northumberland County, Virginia",58677
51135,"Nottoway County, Virginia",42869
51137,"Orange County, Virginia",68481
51139,"Page County, Virginia",47951
51141,"Patrick County, Virginia",40486
51143,"Pittsylvania County, Virginia",45382
51145,"Powhatan County, Virginia",83914
51147,"Prince Edward County, Virginia",46189
51149,"Prince George County, Virginia",67001
51153,"Prince William County, Virginia",103445
51155,"Pulaski County, Virginia",52638
51157,"Rappahannock County, Virginia",68438
51159,"Richmond County, Virginia",49831
51161,"Roanoke County, Virginia",65467
51163,"Rockbridge County, Virginia",54805
51165,"Rockingham County, Virginia",59817
51167,"Russell County, Virginia",39482
51169,"Scott County, Virginia",39144
51171,"Shenandoah County, Virginia",54921
51173,"Smyth County, Virginia",40425
51175,"Southampton County, Virginia",54611
51177,"Spotsylvania County, Virginia",85330
51179,"Stafford County, Virginia",106773
51181,"Surry County, Virginia",54844
51183,"Sussex County, Virginia",45801
51185,"Tazewell County, Virginia",40978
51187,"Warren County, Virginia",68189
51191,"Washington County, Virginia",46262
51193,"Westmoreland County, Virginia",54268
51195,"Wise County, Virginia",38345
51197,"Wythe County, Virginia",48043
51199,"York County, Virginia",90367
51510,"Alexandria city, Virginia",96733
51520,"Bristol city, Virginia",37904
51530,"Buena Vista city, Virginia",34273
51540,"Charlottesville city, Virginia",58933
51550,"Chesapeake city, Virginia",75790
51570,"Colonial Heights city, Virginia",53716
51580,"Covington city, Virginia",39432
51590,"Danville city, Virginia",36301
51595,"Emporia city, Virginia",30857
51600,"Fairfax city, Virginia",111574
51610,"Falls Church city, Virginia",124796
51620,"Franklin city, Virginia",40375
51630,"Fredericksburg city, Virginia",63274
51640,"Galax city, Virginia",31938
51650,"Hampton city, Virginia",54550
51660,"Harrisonburg city, Virginia",43893
51670,"Hopewell city, Virginia",40497
51678,"Lexington city, Virginia",36466
51680,"Lynchburg city, Virginia",43374
51683,"Manassas city, Virginia",78462
51685,"Manassas Park city, Virginia",80667
51690,"Martinsville city, Virginia",33224
51700,"Newport News city, Virginia",51884
51710,"Norfolk city, Virginia",49146
51720,"Norton city, Virginia",28071
51730,"Petersburg city, Virginia",36135
51735,"Poquoson city, Virginia",96831
51740,"Portsmouth city, Virginia",50224
51750,"Radford city, Virginia",36743
51760,"Richmond city, Virginia",45117
51770,"Roanoke city, Virginia",43028
51775,"Salem city, Virginia",57185
51790,"Staunton city, Virginia",48049
51800,"Suffolk city, Virginia",70664
51810,"Virginia Beach city, Virginia",74186
51820,"Waynesboro city, Virginia",45738
51830,"Williamsburg city, Virginia",56163
51840,"Winchester city, Virginia",53797
53001,"Adams County, Washington",49142
53003,"Asotin County, Washington",50423
53005,"Benton County, Washington",65650
53007,"Chelan County, Washington",56135
53009,"Clallam County, Washington",49913
53011,"Clark County, Washington",71636
53013,"Columbia County, Washington",51111
53015,"Cowlitz County, Washington",51752
53017,"Douglas County, Washington",60452
53019,"Ferry County, Washington",41924
53021,"Franklin County, Washington",62002
53023,"Garfield County, Washington",52525
53025,"Grant County, Washington",54982
53027,"Grays Harbor County, Washington",47770
53029,"Island County, Washington",64809
53031,"Jefferson County, Washington",54471
53033,"King County, Washington",89418
53035,"Kitsap County, Washington",71610
53037,"Kittitas County, Washington",55193
53039,"Klickitat County, Washington",54056
53041,"Lewis County, Washington",50216
53043,"Lincoln County, Washington",50744
53045,"Mason County, Washington",55726
53047,"Okanogan County, Washington",45808
53049,"Pacific County, Washington",44846
53051,"Pend Oreille County, Washington",48583
53053,"Pierce County, Washington",67868
53055,"San Juan County, Washington",60711
53057,"Skagit County, Washington",62865
53059,"Skamania County, Washington",58598
53061,"Snohomish County, Washington",82751
53063,"Spokane County, Washington",54852
53065,"Stevens County, Washington",49200
53067,"Thurston County, Washington",69592
53069,"Wahkiakum County, Washington",54085
53071,"Walla Walla County, Washington",56533
53073,"Whatcom County, Washington",59285
53075,"Whitman County, Washington",42163
53077,"Yakima County, Washington",49871
54001,"Barbour County, West Virginia",39580
54003,"Berkeley County, West Virginia",60615
54005,"Boone County, West Virginia",38642
54007,"Braxton County, West Virginia",42213
54009,"Brooke County, West Virginia",49772
54011,"Cabell County, West Virginia",38321
54013,"Calhoun County, West Virginia",37610
54015,"Clay County, West Virginia",35875
54017,"Doddridge County, West Virginia",46449
54019,"Fayette County, West Virginia",40379
54021,"Gilmer County, West Virginia",35810
54023,"Grant County, West Virginia",41071
54025,"Greenbrier County, West Virginia",39038
54027,"Hampshire County, West Virginia",40099
54029,"Hancock County, West Virginia",45580
54031,"Hardy County, West Virginia",47186
54033,"Harrison County, West Virginia",50433
54035,"Jackson County, West Virginia",44783
54037,"Jefferson County, West Virginia",76503
54039,"Kanawha County, West Virginia",45426
54041,"Lewis County, West Virginia",39423
54043,"Lincoln County, West Virginia",37679
54045,"Logan County, West Virginia",38123
54047,"McDowell County, West Virginia",26547
54049,"Marion County, West Virginia",48605
54051,"Marshall County, West Virginia",43918
54053,"Mason County, West Virginia",40347
54055,"Mercer County, West Virginia",39372
54057,"Mineral County, West Virginia",46354
54059,"Mingo County, West Virginia",31305
54061,"Monongalia County, West Virginia",49926
54063,"Monroe County, West Virginia",36493
54065,"Morgan County, West Virginia",50661
54067,"Nicholas County, West Virginia",38468
54069,"Ohio County, West Virginia",48418
54071,"Pendleton County, West Virginia",41210
54073,"Pleasants County, West Virginia",48563
54075,"Pocahontas County, West Virginia",39702
54077,"Preston County, West Virginia",48317
54079,"Putnam County, West Virginia",59626
54081,"Raleigh County, West Virginia",42296
54083,"Randolph County, West Virginia",41094
54085,"Ritchie County, West Virginia",44472
